id,video_id,view_count,like_count,dislike_count,favorite_count,comment_count,created_at,updated_at
2633,DOS0Yd5rCp4,52157,737,9,0,78,2015-09-30 18:53:03,2015-09-30 18:53:03
2634,mGgTsrWcSiA,2896,193,2,0,23,2015-09-30 18:53:05,2015-09-30 18:53:05
2635,VePpQBCbKBw,90549,5831,181,0,957,2015-09-30 18:53:05,2015-09-30 18:53:05
2636,w6WNfDBiSJg,5017,285,2,0,20,2015-09-30 18:53:06,2015-09-30 18:53:06
2637,VVD-9njMN3w,1086,11,0,0,0,2015-09-30 18:53:06,2015-09-30 18:53:06
2638,gHy6Fwg6OIE,3516,294,0,0,31,2015-09-30 18:53:07,2015-09-30 18:53:07
2639,W8cex4VTrwg,68861,1561,26,0,174,2015-09-30 18:53:07,2015-09-30 18:53:07
2640,oOb0ByFlk0Y,2416,198,0,0,35,2015-09-30 18:53:08,2015-09-30 18:53:08
2641,ELL3pTEwmpU,1472,124,1,0,9,2015-09-30 18:53:08,2015-09-30 18:53:08
2642,qNBdeEeYtaI,31708,613,13,0,96,2015-09-30 18:53:09,2015-09-30 18:53:09
2643,iwlYg70zB08,2453,230,0,0,23,2015-09-30 18:53:11,2015-09-30 18:53:11
2644,ZoiUGWh4te8,3090,282,3,0,29,2015-09-30 18:53:13,2015-09-30 18:53:13
2645,njGf-moSyaA,5575,530,7,0,1,2015-09-30 18:53:15,2015-09-30 18:53:15
2646,d9t0Id9LFOs,329,7,0,0,0,2015-09-30 18:53:15,2015-09-30 18:53:15
2647,beiibjuoQRY,6206,522,4,0,0,2015-09-30 18:53:16,2015-09-30 18:53:16
2648,NU4iNAtg6W0,5281,340,1,0,0,2015-09-30 18:53:17,2015-09-30 18:53:17
2649,zrqTi7e4YAU,3085,257,2,0,1,2015-09-30 18:53:17,2015-09-30 18:53:17
2650,OltJHkrxdfY,4169,416,3,0,55,2015-09-30 18:53:17,2015-09-30 18:53:17
2651,eWs2d53IgpQ,3388,380,1,0,70,2015-09-30 18:53:18,2015-09-30 18:53:18
2652,-_AnELQ0hjA,4050,334,2,0,29,2015-09-30 18:53:18,2015-09-30 18:53:18
2653,0dJtv9BVYhI,31823,1434,36,0,3208,2015-09-30 18:53:19,2015-09-30 18:53:19
2654,P4ts-l9lD30,2744,270,6,0,0,2015-09-30 18:53:20,2015-09-30 18:53:20
2655,TvJ5vdIUksM,89861,2807,104,0,363,2015-09-30 18:53:21,2015-09-30 18:53:21
2656,v2lgcQ1ZSu8,9272,509,6,0,5,2015-09-30 18:53:21,2015-09-30 18:53:21
2657,tWXZJxJPxkg,3998,525,5,0,0,2015-09-30 18:53:23,2015-09-30 18:53:23
2658,g-CD7RmryZk,3264,253,2,0,0,2015-09-30 18:53:23,2015-09-30 18:53:23
2659,JyMOStQFplA,2099,221,2,0,0,2015-09-30 18:53:24,2015-09-30 18:53:24
2660,7vZzgu05tmc,2276,222,3,0,2,2015-09-30 18:53:24,2015-09-30 18:53:24
2661,Onew2i4sX0w,2157,168,2,0,2,2015-09-30 18:53:25,2015-09-30 18:53:25
2662,uAa1tHeQBqo,1774,152,2,0,1,2015-09-30 18:53:25,2015-09-30 18:53:25
2663,Ww-7DEYVxkc,3452,279,2,0,1,2015-09-30 18:53:26,2015-09-30 18:53:26
2664,VQsfyA1U5DE,25643,651,4,0,1185,2015-09-30 18:53:26,2015-09-30 18:53:26
2665,IY_pN5Poego,57315,2732,60,0,12009,2015-09-30 18:53:27,2015-09-30 18:53:27
2666,hk8TwjW4cv0,3900,225,3,0,5,2015-09-30 18:53:27,2015-09-30 18:53:27
2667,jLwJcruiEzc,37267,1032,13,0,2316,2015-09-30 18:53:30,2015-09-30 18:53:30
2668,qyee_sxJpXc,185562,3974,56,0,478,2015-09-30 18:53:30,2015-09-30 18:53:30
2669,AMQKsrtM0E8,335,10,1,0,0,2015-09-30 18:53:31,2015-09-30 18:53:31
2670,PFFUaELCmFs,2764,296,2,0,2,2015-09-30 18:53:31,2015-09-30 18:53:31
2671,hVfCj-OBPco,11848,1352,10,0,35,2015-09-30 18:53:32,2015-09-30 18:53:32
2672,6d9poJU6Kiw,101157,3247,75,0,12755,2015-09-30 18:53:32,2015-09-30 18:53:32
2673,oSieBLb3iUM,2089,170,3,0,1,2015-09-30 18:53:33,2015-09-30 18:53:33
2674,qcihMxfQBiI,6785,431,33,0,3,2015-09-30 18:53:33,2015-09-30 18:53:33
2675,OewBDIwy-O4,288466,7645,207,0,12074,2015-09-30 18:53:34,2015-09-30 18:53:34
2676,m5Uk_PBI3-4,2615,190,2,0,7,2015-09-30 18:53:34,2015-09-30 18:53:34
2677,ksuczLfrT5E,1759,196,2,0,31,2015-09-30 18:53:36,2015-09-30 18:53:36
2678,JYrnsNs-kDQ,5764,285,6,0,62,2015-09-30 18:53:37,2015-09-30 18:53:37
2679,EFffm5Spc2s,17377,431,6,0,34,2015-09-30 18:53:37,2015-09-30 18:53:37
2680,_bWnIcm5_Ws,4011,238,3,0,39,2015-09-30 18:53:39,2015-09-30 18:53:39
2681,L-TsQ_TdzQc,20572,545,6,0,19,2015-09-30 18:53:39,2015-09-30 18:53:39
2682,qrxhoAd3WVg,3592,177,2,0,7,2015-09-30 18:53:40,2015-09-30 18:53:40
2683,nJ4vDEoSd08,3589,206,4,0,38,2015-09-30 18:53:40,2015-09-30 18:53:40
2684,7I7LbQFmj9A,50233,878,15,0,30,2015-09-30 18:53:41,2015-09-30 18:53:41
2685,BxO68qrBR6c,2160,31,7,0,0,2015-09-30 18:53:41,2015-09-30 18:53:41
2686,pMsaQBYHneY,5653,60,3,0,6,2015-09-30 18:53:42,2015-09-30 18:53:42
2687,v4uErUhyQgw,2649,244,3,0,9,2015-09-30 18:53:42,2015-09-30 18:53:42
2688,oJFCR8yn_Ec,412,15,1,0,0,2015-09-30 18:53:43,2015-09-30 18:53:43
2689,u6lejREDGJU,605,22,1,0,6,2015-09-30 18:53:44,2015-09-30 18:53:44
2690,jtCBgboNaJA,39696,36,6,0,0,2015-09-30 18:53:44,2015-09-30 18:53:44
2691,1tGqCd795V0,2572,46,7,0,0,2015-09-30 18:53:47,2015-09-30 18:53:47
2692,PoJHmCjA0Ns,307,8,0,0,0,2015-09-30 18:53:47,2015-09-30 18:53:47
2693,7LPnkNNMQZY,570,10,0,0,0,2015-09-30 18:53:48,2015-09-30 18:53:48
2694,TEFtzFcbb_g,314,8,1,0,0,2015-09-30 18:53:49,2015-09-30 18:53:49
2695,lrMJKWDE9Sg,604,10,2,0,0,2015-09-30 18:53:49,2015-09-30 18:53:49
2696,jFZzNsY2a1Q,600,20,3,0,5,2015-09-30 18:53:50,2015-09-30 18:53:50
2697,0cVEmnNfKtM,306,8,2,0,0,2015-09-30 18:53:50,2015-09-30 18:53:50
2698,eeI282VGR9s,7972,25,36,0,24,2015-09-30 18:53:51,2015-09-30 18:53:51
2699,97A5WFdspjs,176,5,2,0,1,2015-09-30 18:53:53,2015-09-30 18:53:53
2700,8_qH3hzYxf4,340,10,3,0,0,2015-09-30 18:53:53,2015-09-30 18:53:53
2701,MD_oDyGeOe4,2053,49,6,0,0,2015-09-30 18:53:54,2015-09-30 18:53:54
2702,FW2f_nAH0yw,209,12,2,0,0,2015-09-30 18:53:55,2015-09-30 18:53:55
2703,33h1UtRtMqA,765,11,5,0,5,2015-09-30 18:53:55,2015-09-30 18:53:55
2704,EPfKsHCUe0Y,518,12,5,0,3,2015-09-30 18:53:56,2015-09-30 18:53:56
2705,tD_z2gQCZ80,306,8,5,0,0,2015-09-30 18:53:57,2015-09-30 18:53:57
2706,0GxUomKU8_U,849,10,7,0,4,2015-09-30 18:53:57,2015-09-30 18:53:57
2707,gYdIDTHazuE,851,16,5,0,1,2015-09-30 18:53:58,2015-09-30 18:53:58
2708,RYVIu3AHGJ0,28293,79,143,0,0,2015-09-30 18:54:01,2015-09-30 18:54:01
2709,4RfLPJy9mdQ,474,26,3,0,1,2015-09-30 18:54:02,2015-09-30 18:54:02
2710,dUmM9fANTFw,239,12,5,0,1,2015-09-30 18:54:02,2015-09-30 18:54:02
2711,L7v9fd1ItXk,1884,16,4,0,2,2015-09-30 18:54:03,2015-09-30 18:54:03
2712,41HRn-MYXzg,845,10,3,0,2,2015-09-30 18:54:03,2015-09-30 18:54:03
2713,8hEBEHTNBTc,452,17,1,0,0,2015-09-30 18:54:05,2015-09-30 18:54:05
2714,90uU-z3c5T8,510,34,7,0,0,2015-09-30 18:54:07,2015-09-30 18:54:07
2715,DHCafR7pcT4,279,5,5,0,0,2015-09-30 18:54:08,2015-09-30 18:54:08
2716,ivyaaNvD8iE,3016,37,19,0,0,2015-09-30 18:54:08,2015-09-30 18:54:08
2717,sq-_3m2apoE,211,5,1,0,0,2015-09-30 18:54:09,2015-09-30 18:54:09
2718,Q4WsG9TNkgI,441,16,10,0,3,2015-09-30 18:54:09,2015-09-30 18:54:09
2719,IAxtkgYYMF8,292,6,3,0,2,2015-09-30 18:54:10,2015-09-30 18:54:10
2720,lyExr7CaDGE,424,13,6,0,3,2015-09-30 18:54:10,2015-09-30 18:54:10
2721,2P8km9IuVAQ,509,26,3,0,0,2015-09-30 18:54:11,2015-09-30 18:54:11
2722,UedLvingxAI,985,35,6,0,0,2015-09-30 18:54:14,2015-09-30 18:54:14
2723,C7AD498rpwg,983,15,25,0,0,2015-09-30 18:54:14,2015-09-30 18:54:14
2724,MVW08TmMr8g,397,13,4,0,2,2015-09-30 18:54:17,2015-09-30 18:54:17
2725,ZtI8qcD8zE4,364,13,5,0,6,2015-09-30 18:54:17,2015-09-30 18:54:17
2726,6t5Th5wxMwM,4913,33,45,0,54,2015-09-30 18:54:20,2015-09-30 18:54:20
2727,3E-FstdPR3I,408,14,2,0,3,2015-09-30 18:54:21,2015-09-30 18:54:21
2728,6x7NomY-QDE,613,11,4,0,5,2015-09-30 18:54:22,2015-09-30 18:54:22
2729,6M2dTatGEo4,514,19,1,0,11,2015-09-30 18:54:22,2015-09-30 18:54:22
2730,lMmV1Oc_hHw,1268,19,5,0,47,2015-09-30 18:54:23,2015-09-30 18:54:23
2731,RN_fx-pt9pQ,339,17,3,0,3,2015-09-30 18:54:23,2015-09-30 18:54:23
2732,ybeGh9CmQcQ,421,17,4,0,8,2015-09-30 18:54:26,2015-09-30 18:54:26
2733,iSHHe7BInsM,206,7,2,0,0,2015-09-30 18:54:27,2015-09-30 18:54:27
2734,jWVLK_rPI8o,1982,44,2,0,0,2015-09-30 18:54:27,2015-09-30 18:54:27
2735,v9B5Lu1o8V8,333,14,0,0,3,2015-09-30 18:54:28,2015-09-30 18:54:28
2736,AkOTaSejE4E,859,27,0,0,17,2015-09-30 18:54:28,2015-09-30 18:54:28
2737,zAZe2oSVqNk,681,8,8,0,1,2015-09-30 18:54:29,2015-09-30 18:54:29
2738,vc5auoU-rX0,336,15,1,0,5,2015-09-30 18:54:29,2015-09-30 18:54:29
2739,yXCID5p5Efw,384,14,0,0,8,2015-09-30 18:54:30,2015-09-30 18:54:30
2740,LTkxtJtAYR4,1230,19,3,0,11,2015-09-30 18:54:31,2015-09-30 18:54:31
2741,IKsdHYBMzt4,272,17,1,0,4,2015-09-30 18:54:31,2015-09-30 18:54:31
2742,5MkG_V_1xIs,304,17,2,0,6,2015-09-30 18:54:32,2015-09-30 18:54:32
2743,5FlBD1jRIGA,852,14,2,0,3,2015-09-30 18:54:32,2015-09-30 18:54:32
2744,wXT4v8kJX1E,338,12,0,0,0,2015-09-30 18:54:33,2015-09-30 18:54:33
2745,thA36sCpZwU,1052,30,3,0,2,2015-09-30 18:54:34,2015-09-30 18:54:34
2746,iqiCFAfAPbs,665,19,4,0,3,2015-09-30 18:54:35,2015-09-30 18:54:35
2747,uYrMDHeTnU0,450,15,5,0,2,2015-09-30 18:54:35,2015-09-30 18:54:35
2748,V64qzvwxPG0,1414,21,2,0,0,2015-09-30 18:54:36,2015-09-30 18:54:36
2749,w9UMYCjfPac,423,18,4,0,4,2015-09-30 18:54:38,2015-09-30 18:54:38
2750,1sbU_xZuJ6E,630,16,4,0,2,2015-09-30 18:54:38,2015-09-30 18:54:38
2751,VHzhFAfw4tg,768,23,5,0,4,2015-09-30 18:54:39,2015-09-30 18:54:39
2752,cdz9Cz9qxMU,597,22,4,0,5,2015-09-30 18:54:39,2015-09-30 18:54:39
2753,aqtLlvmmMCI,1252,24,6,0,11,2015-09-30 18:54:40,2015-09-30 18:54:40
2754,2C4GkasoW10,347,10,1,0,0,2015-09-30 18:54:40,2015-09-30 18:54:40
2755,4gFOz_UlHbM,59577,264,215,0,7,2015-09-30 18:54:42,2015-09-30 18:54:42
2756,TBbWD0hy1MA,11337,107,54,0,15,2015-09-30 18:54:43,2015-09-30 18:54:43
2757,MGDXnuS-MLk,8527,53,137,0,57,2015-09-30 18:54:43,2015-09-30 18:54:43
2758,WSDqJexwWok,192584,125,1556,0,344,2015-09-30 18:54:44,2015-09-30 18:54:44
2759,y0nNqB1VW_o,1164,29,9,0,0,2015-09-30 18:54:45,2015-09-30 18:54:45
2760,fsGdK7Z7CpM,9550,67,63,0,1,2015-09-30 18:54:46,2015-09-30 18:54:46
2761,tuu92ZHIvWc,5011,40,32,0,1,2015-09-30 18:54:47,2015-09-30 18:54:47
2762,CY-CZ7-cT4o,554,17,4,0,1,2015-09-30 18:54:48,2015-09-30 18:54:48
2763,vvvSynDc4gA,13661,62,15,0,2,2015-09-30 18:54:48,2015-09-30 18:54:48
2764,Sty2__KPqC0,1649,22,7,0,1,2015-09-30 18:54:49,2015-09-30 18:54:49
2765,akvCVyiprNA,3856,17,6,0,1,2015-09-30 18:54:50,2015-09-30 18:54:50
2766,s0q5805aQ8A,49541,55,12,0,4,2015-09-30 18:54:51,2015-09-30 18:54:51
2767,VlLc70oEJ60,17198,85,16,0,1,2015-09-30 18:54:54,2015-09-30 18:54:54
2768,468147Mlzyw,8594,10,5,0,1,2015-09-30 18:54:54,2015-09-30 18:54:54
2769,1IuK2dWrgdM,20832,146,47,0,2,2015-09-30 18:54:55,2015-09-30 18:54:55
2770,lumhQp8br2g,438,20,8,0,0,2015-09-30 18:54:57,2015-09-30 18:54:57
2771,_l-C6Cpkd10,28001,69,12,0,2,2015-09-30 18:54:58,2015-09-30 18:54:58
2772,fxDAyUiXphg,1311485,4910,962,0,16,2015-09-30 18:54:59,2015-09-30 18:54:59
2773,vOXD_RBV9rM,52807,76,14,0,3,2015-09-30 18:55:00,2015-09-30 18:55:00
2774,CjTvRflsAfU,18252,69,13,0,4,2015-09-30 18:55:01,2015-09-30 18:55:01
2775,s2rAFT-WSus,16682,10,3,0,3,2015-09-30 18:55:01,2015-09-30 18:55:01
2776,-ih9EZZPJ_Y,988,19,4,0,1,2015-09-30 18:55:02,2015-09-30 18:55:02
2777,5soTn8yp7-0,41147,287,62,0,0,2015-09-30 18:55:04,2015-09-30 18:55:04
2778,P4i7MSjE6a8,949,36,6,0,0,2015-09-30 18:55:04,2015-09-30 18:55:04
2779,leq-FlMuE9w,697,13,2,0,3,2015-09-30 18:55:05,2015-09-30 18:55:05
2780,-uv6gyUwI1I,135,5,1,0,0,2015-09-30 18:55:05,2015-09-30 18:55:05
2781,c2wG4eM4sQA,1312,29,4,0,0,2015-09-30 18:55:06,2015-09-30 18:55:06
2782,6uSBz_W90kQ,19372,87,22,0,1,2015-09-30 18:55:06,2015-09-30 18:55:06
2783,ZdRLDJsMceU,3585,28,9,0,2,2015-09-30 18:55:07,2015-09-30 18:55:07
2784,PqdfpV47Mu4,20660,20,5,0,7,2015-09-30 18:55:08,2015-09-30 18:55:08
2785,fEu_wo4-T9Y,23075,10,4,0,5,2015-09-30 18:55:09,2015-09-30 18:55:09
2786,rZWPcN6_3R0,14016,83,16,0,2,2015-09-30 18:55:09,2015-09-30 18:55:09
2787,hZlHvVbHqVI,17772,4,3,0,2,2015-09-30 18:55:10,2015-09-30 18:55:10
2788,BMmsiSSm9Fw,412,3,1,0,2,2015-09-30 18:55:10,2015-09-30 18:55:10
2789,5CQlL1vDkT0,25028,7,1,0,4,2015-09-30 18:55:11,2015-09-30 18:55:11
2790,0g9fz-Zk7wk,25456,17,2,0,3,2015-09-30 18:55:11,2015-09-30 18:55:11
2791,9MiEPZmdOm4,5442,8,3,0,0,2015-09-30 18:55:12,2015-09-30 18:55:12
2792,H5RklYOMyyU,15423,103,17,0,2,2015-09-30 18:55:12,2015-09-30 18:55:12
2793,ekqpuQCJp68,24454,18,5,0,3,2015-09-30 18:55:13,2015-09-30 18:55:13
2794,NwHrBlOAA6I,15786,8,12,0,3,2015-09-30 18:55:14,2015-09-30 18:55:14
2795,agk9ZCrYol4,27515,25,148,0,2,2015-09-30 18:55:14,2015-09-30 18:55:14
2796,KldtFG5C0bs,421,13,1,0,1,2015-09-30 18:55:15,2015-09-30 18:55:15
2797,5SoDkdY3zUY,53909,18,7,0,13,2015-09-30 18:55:15,2015-09-30 18:55:15
2798,tYgW3_w3TS8,216450,2313,5308,0,19,2015-09-30 18:55:16,2015-09-30 18:55:16
2799,MgOq9pBkY0I,8004490,30746,83173,0,1239,2015-09-30 18:55:16,2015-09-30 18:55:16
2800,haoHuJJkk_4,78473,513,937,0,3,2015-09-30 18:55:17,2015-09-30 18:55:17
2801,AOHr1HMBS9Y,1109,14,2,0,4,2015-09-30 18:55:17,2015-09-30 18:55:17
2802,LkbPo8_Qd5Y,161009,284,1194,0,11,2015-09-30 18:55:18,2015-09-30 18:55:18
2803,6s0-fcPPTLk,100609,502,1123,0,2,2015-09-30 18:55:18,2015-09-30 18:55:18
2804,2XaJljKrjv8,43061,211,203,0,3,2015-09-30 18:55:19,2015-09-30 18:55:19
2805,GoE4D-istH8,30376,70,45,0,66,2015-09-30 18:55:20,2015-09-30 18:55:20
2806,7nXGiWrSnaI,62392,33,16,0,19,2015-09-30 18:55:20,2015-09-30 18:55:20
2807,szXt8pOAZFk,2012,8,2,0,8,2015-09-30 18:55:21,2015-09-30 18:55:21
2808,9byIicXWZhw,73403,260,245,0,2,2015-09-30 18:55:21,2015-09-30 18:55:21
2809,oxyPQ4_Xeqc,50762,493,260,0,5,2015-09-30 18:55:22,2015-09-30 18:55:22
2810,frBR64H2bTw,7403,2,5,0,1,2015-09-30 18:55:24,2015-09-30 18:55:24
2811,8gvcxZk5Bxc,80637,317,132,0,10,2015-09-30 18:55:25,2015-09-30 18:55:25
2812,s8kDzCpvgWA,13851,3,1,0,1,2015-09-30 18:55:26,2015-09-30 18:55:26
2813,8GYaT85W15U,18365,77,52,0,0,2015-09-30 18:55:26,2015-09-30 18:55:26
2814,oV8vjFDVzhk,37160,246,151,0,0,2015-09-30 18:55:27,2015-09-30 18:55:27
2815,wyzrG-6l4eQ,53815,6,1,0,1,2015-09-30 18:55:30,2015-09-30 18:55:30
2816,1isxHo9xrOQ,561,13,6,0,2,2015-09-30 18:55:30,2015-09-30 18:55:30
2817,yNWBumTTjFw,373,9,1,0,3,2015-09-30 18:55:31,2015-09-30 18:55:31
2818,XzAyjtJ3s6c,48468,8,4,0,0,2015-09-30 18:55:31,2015-09-30 18:55:31
2819,axM9rmRT85I,13137,1,0,0,0,2015-09-30 18:55:32,2015-09-30 18:55:32
2820,fF2n24OHLxY,28889,97,46,0,0,2015-09-30 18:55:33,2015-09-30 18:55:33
2821,A1594PeZ2AM,30226,4,1,0,0,2015-09-30 18:55:34,2015-09-30 18:55:34
2822,tbQWcqkOySs,8132,6,1,0,0,2015-09-30 18:55:36,2015-09-30 18:55:36
2823,X6QNKmXbYlU,16970,4,1,0,1,2015-09-30 18:55:37,2015-09-30 18:55:37
2824,YDrthRwtXlk,11066,7,0,0,0,2015-09-30 18:55:37,2015-09-30 18:55:37
2825,QQtqGKMDiEY,7176,2,0,0,0,2015-09-30 18:55:38,2015-09-30 18:55:38
2826,YBE3P2yD7so,1706,15,8,0,12,2015-09-30 18:55:39,2015-09-30 18:55:39
2827,64JEiW47lhM,217,2,1,0,0,2015-09-30 18:55:40,2015-09-30 18:55:40
2828,Jo6WrU2P4wo,9466,1,0,0,0,2015-09-30 18:55:41,2015-09-30 18:55:41
2829,F9sKdyfWPHc,8163,1,0,0,0,2015-09-30 18:55:41,2015-09-30 18:55:41
2830,zPYfdDxt1cI,25497,7,1,0,22,2015-09-30 18:55:42,2015-09-30 18:55:42
2831,s8HM8kfZ--w,34917,4,0,0,0,2015-09-30 18:55:43,2015-09-30 18:55:43
2832,nN7KZbKuUzg,22075,2,0,0,1,2015-09-30 18:55:43,2015-09-30 18:55:43
2833,v6uLhYH2EkA,90133,3,13,0,0,2015-09-30 18:55:44,2015-09-30 18:55:44
2834,exQCGfjHUsw,139755,116,22,0,0,2015-09-30 18:55:47,2015-09-30 18:55:47
2835,gycxhHp0QAU,19096,2,0,0,3,2015-09-30 18:55:47,2015-09-30 18:55:47
2836,VPyvRU4KIAM,481,13,1,0,9,2015-09-30 18:55:48,2015-09-30 18:55:48
2837,mlZxtPgo0ao,502,10,2,0,5,2015-09-30 18:55:48,2015-09-30 18:55:48
2838,1HUSKGz9CHc,25864,3,0,0,0,2015-09-30 18:55:49,2015-09-30 18:55:49
2839,7EI-8CDI8DA,3630,0,0,0,1,2015-09-30 18:55:50,2015-09-30 18:55:50
2840,UXAJX3cBHQo,15866,1,1,0,0,2015-09-30 18:55:50,2015-09-30 18:55:50
2841,pZ5Os28RQ-o,21211,3,0,0,2,2015-09-30 18:55:51,2015-09-30 18:55:51
2842,rPXzxC866xc,23951,7,3,0,0,2015-09-30 18:55:51,2015-09-30 18:55:51
2843,fZb9ic7Vuz4,21243,2,0,0,1,2015-09-30 18:55:54,2015-09-30 18:55:54
2844,zDq2jWWimXw,1328,16,0,0,3,2015-09-30 18:55:54,2015-09-30 18:55:54
2845,Iyae36yHp54,25898,6,4,0,0,2015-09-30 18:55:55,2015-09-30 18:55:55
2846,IdQNlDbeURg,1888,19,6,0,3,2015-09-30 18:55:58,2015-09-30 18:55:58
2847,dDcQ0cERYtI,3762,67,6,0,9,2015-09-30 18:56:00,2015-09-30 18:56:00
2848,xLtPUXBcAZg,196980,7,6,0,6,2015-09-30 18:56:00,2015-09-30 18:56:00
2849,ou3cBk5tli4,11778,12,1,0,2,2015-09-30 18:56:03,2015-09-30 18:56:03
2850,0mtOibo6mxw,2392,21,6,0,27,2015-09-30 18:56:05,2015-09-30 18:56:05
2851,pk6_BBGzmOU,21013,7,1,0,3,2015-09-30 18:56:05,2015-09-30 18:56:05
2852,UIarWDo5T98,8210,4,1,0,0,2015-09-30 18:56:06,2015-09-30 18:56:06
2853,NFMDNg9VGIQ,134522,10,2,0,20,2015-09-30 18:56:06,2015-09-30 18:56:06
2854,MWqRIasCf5A,24755,2,3,0,1,2015-09-30 18:56:07,2015-09-30 18:56:07
2855,CkjcFu7Shws,11754,0,2,0,0,2015-09-30 18:56:07,2015-09-30 18:56:07
2856,6j7sN7OUN38,3822,33,37,0,6,2015-09-30 18:56:08,2015-09-30 18:56:08
2857,3ib_KZtDnzE,6918,12,4,0,11,2015-09-30 18:56:08,2015-09-30 18:56:08
2858,b2kP5bVDie0,29675,16,0,0,0,2015-09-30 18:56:10,2015-09-30 18:56:10
2859,d5PhcSTRKBU,14250,13,6,0,0,2015-09-30 18:56:11,2015-09-30 18:56:11
2860,IDyuLi-cV40,45597,28,3,0,1,2015-09-30 18:56:11,2015-09-30 18:56:11
2861,06wj5CDqjeE,29276,4,2,0,1,2015-09-30 18:56:13,2015-09-30 18:56:13
2862,5e6n_3Fj7qk,30323,6,16,0,0,2015-09-30 18:56:14,2015-09-30 18:56:14
2863,sTWFCeJg2CQ,510773,48,433,0,3,2015-09-30 18:56:14,2015-09-30 18:56:14
2864,43k7DKQEVi0,12089,2,2,0,0,2015-09-30 18:56:15,2015-09-30 18:56:15
2865,_S5KUMUrBvU,14524,3,3,0,0,2015-09-30 18:56:15,2015-09-30 18:56:15
2866,EEZBDTHy1o4,32860,4,3,0,0,2015-09-30 18:56:16,2015-09-30 18:56:16
2867,EIndWKpAgUM,653,14,4,0,3,2015-09-30 18:56:17,2015-09-30 18:56:17
2868,0ByS4C87sVw,705,1,2,0,2,2015-09-30 18:56:18,2015-09-30 18:56:18
2869,7q31wh8c6Ao,8717,3,1,0,0,2015-09-30 18:56:18,2015-09-30 18:56:18
2870,clGGLPLvOL8,9125,1,1,0,0,2015-09-30 18:56:19,2015-09-30 18:56:19
2871,8SU9B6f1OrY,10348,4,2,0,0,2015-09-30 18:56:20,2015-09-30 18:56:20
2872,lCDfDU2wyJM,7259,3,2,0,0,2015-09-30 18:56:21,2015-09-30 18:56:21
2873,-KAtvOsqRdI,1965,10,2,0,2,2015-09-30 18:56:22,2015-09-30 18:56:22
2874,G2qajc09Wzg,13480,0,1,0,0,2015-09-30 18:56:23,2015-09-30 18:56:23
2875,Py9C-PThwd0,16601,2,2,0,0,2015-09-30 18:56:23,2015-09-30 18:56:23
2876,Ll917GMCqoo,6095,0,1,0,0,2015-09-30 18:56:25,2015-09-30 18:56:25
2877,AKHfXQBp6kM,3199,1,1,0,0,2015-09-30 18:56:27,2015-09-30 18:56:27
2878,R4F8KGmCWPk,8980,18,5,0,16,2015-09-30 18:56:28,2015-09-30 18:56:28
2879,CG6oeF8iDEE,1695,12,3,0,3,2015-09-30 18:56:29,2015-09-30 18:56:29
2880,V_1irekWZJ0,12069,4,1,0,0,2015-09-30 18:56:30,2015-09-30 18:56:30
2881,duyvYNh-fLw,25455,7,6,0,8,2015-09-30 18:56:31,2015-09-30 18:56:31
2882,UZq3iCn2y74,6247013,3257,1219,0,127,2015-09-30 18:56:31,2015-09-30 18:56:31
2883,yx1mUxI9w5A,418496,134,63,0,4,2015-09-30 18:56:33,2015-09-30 18:56:33
2884,lLIrk55EKPI,50499,7,1,0,4,2015-09-30 18:56:33,2015-09-30 18:56:33
2885,snbJCABW6e8,15209,2,2,0,0,2015-09-30 18:56:35,2015-09-30 18:56:35
2886,nGovgvpffK0,8347,2,1,0,0,2015-09-30 18:56:35,2015-09-30 18:56:35
2887,OEGKdPtB6m8,28002,7,1,0,0,2015-09-30 18:56:36,2015-09-30 18:56:36
2888,dj8f2LVXlx8,6215,2,1,0,0,2015-09-30 18:56:37,2015-09-30 18:56:37
2889,Y7d6cYZyVjQ,663,22,5,0,3,2015-09-30 18:56:37,2015-09-30 18:56:37
2890,EPoQOh97idQ,1483,5,3,0,3,2015-09-30 18:56:38,2015-09-30 18:56:38
2891,5EzDR1YUs7Q,12510,6,1,0,11,2015-09-30 18:56:38,2015-09-30 18:56:38
2892,c5vPZHWJjWw,10736,3,4,0,0,2015-09-30 18:56:39,2015-09-30 18:56:39
2893,XyS8lVjIlMo,13906,2,1,0,3,2015-09-30 18:56:39,2015-09-30 18:56:39
2894,v42x0L3mZD0,9148,2,0,0,0,2015-09-30 18:56:40,2015-09-30 18:56:40
2895,2tOm87RFIK4,11671,1,1,0,0,2015-09-30 18:56:41,2015-09-30 18:56:41
2896,sL4fYq9w-mA,8397,2,1,0,0,2015-09-30 18:56:42,2015-09-30 18:56:42
2897,-JvS1ECwhRw,1072,9,2,0,5,2015-09-30 18:56:42,2015-09-30 18:56:42
2898,ECgStZe-R-I,7413,3,0,0,0,2015-09-30 18:56:43,2015-09-30 18:56:43
2899,7kHZu1_W3p8,25801,9,3,0,3,2015-09-30 18:56:44,2015-09-30 18:56:44
2900,TxcfBcoh6Oo,657,3,3,0,0,2015-09-30 18:56:44,2015-09-30 18:56:44
2901,QNRXpDIX0uQ,90351,11,1,0,0,2015-09-30 18:56:46,2015-09-30 18:56:46
2902,SL1PUpB6oaA,127979,5,7,0,0,2015-09-30 18:56:46,2015-09-30 18:56:46
2903,daJ20bFQpM4,2827,2,0,0,0,2015-09-30 18:56:50,2015-09-30 18:56:50
