id,video_id,view_count,like_count,dislike_count,favorite_count,comment_count,created_at,updated_at
8020,v4uErUhyQgw,2704,244,3,0,9,2015-10-10 23:48:09,2015-10-10 23:48:09
8021,usjt3ARRNFo,2662,33,7,0,29,2015-10-10 23:48:09,2015-10-10 23:48:09
8022,PFFUaELCmFs,2801,296,2,0,2,2015-10-10 23:48:10,2015-10-10 23:48:10
8023,5sakN2hSVxA,1915508,10351,628,0,2073,2015-10-10 23:48:10,2015-10-10 23:48:10
8024,jtCBgboNaJA,39796,36,6,0,0,2015-10-10 23:48:11,2015-10-10 23:48:11
8025,lrMJKWDE9Sg,619,10,2,0,0,2015-10-10 23:48:11,2015-10-10 23:48:11
8026,KwVOdHcmVHQ,2299,10,50,0,7,2015-10-10 23:48:12,2015-10-10 23:48:12
8027,0cVEmnNfKtM,310,8,2,0,0,2015-10-10 23:48:12,2015-10-10 23:48:12
8028,eeI282VGR9s,8119,25,36,0,24,2015-10-10 23:48:12,2015-10-10 23:48:12
8029,97A5WFdspjs,180,5,2,0,1,2015-10-10 23:48:13,2015-10-10 23:48:13
8030,8_qH3hzYxf4,349,10,3,0,0,2015-10-10 23:48:13,2015-10-10 23:48:13
8031,7LPnkNNMQZY,587,10,0,0,0,2015-10-10 23:48:13,2015-10-10 23:48:13
8032,MD_oDyGeOe4,2152,49,6,0,0,2015-10-10 23:48:14,2015-10-10 23:48:14
8033,TEFtzFcbb_g,320,8,1,0,0,2015-10-10 23:48:14,2015-10-10 23:48:14
8034,tD_z2gQCZ80,317,8,5,0,0,2015-10-10 23:48:14,2015-10-10 23:48:14
8035,0GxUomKU8_U,855,10,7,0,4,2015-10-10 23:48:15,2015-10-10 23:48:15
8036,gYdIDTHazuE,864,16,5,0,1,2015-10-10 23:48:15,2015-10-10 23:48:15
8037,RYVIu3AHGJ0,28407,79,146,0,0,2015-10-10 23:48:15,2015-10-10 23:48:15
8038,4RfLPJy9mdQ,507,26,3,0,1,2015-10-10 23:48:16,2015-10-10 23:48:16
8039,dUmM9fANTFw,253,12,5,0,1,2015-10-10 23:48:16,2015-10-10 23:48:16
8040,L7v9fd1ItXk,1891,16,4,0,2,2015-10-10 23:48:17,2015-10-10 23:48:17
8041,41HRn-MYXzg,850,10,3,0,2,2015-10-10 23:48:17,2015-10-10 23:48:17
8042,FW2f_nAH0yw,211,12,2,0,0,2015-10-10 23:48:17,2015-10-10 23:48:17
8043,EPfKsHCUe0Y,520,12,5,0,3,2015-10-10 23:48:18,2015-10-10 23:48:18
8044,sq-_3m2apoE,226,5,1,0,0,2015-10-10 23:48:18,2015-10-10 23:48:18
8045,IAxtkgYYMF8,297,6,3,0,2,2015-10-10 23:48:19,2015-10-10 23:48:19
8046,lyExr7CaDGE,424,13,6,0,3,2015-10-10 23:48:19,2015-10-10 23:48:19
8047,8hEBEHTNBTc,465,18,1,0,0,2015-10-10 23:48:19,2015-10-10 23:48:19
8048,2P8km9IuVAQ,516,26,3,0,0,2015-10-10 23:48:20,2015-10-10 23:48:20
8049,RmO4AEzD5i4,481,0,0,0,0,2015-10-10 23:48:20,2015-10-10 23:48:20
8050,Q4WsG9TNkgI,442,16,10,0,3,2015-10-10 23:48:20,2015-10-10 23:48:20
8051,DHCafR7pcT4,284,5,5,0,0,2015-10-10 23:48:21,2015-10-10 23:48:21
8052,ivyaaNvD8iE,3021,37,19,0,0,2015-10-10 23:48:21,2015-10-10 23:48:21
8053,6t5Th5wxMwM,4925,33,45,0,54,2015-10-10 23:48:21,2015-10-10 23:48:21
8054,K3LTPOS7sa0,933,13,1,0,1,2015-10-10 23:48:22,2015-10-10 23:48:22
8055,3E-FstdPR3I,411,14,2,0,3,2015-10-10 23:48:22,2015-10-10 23:48:22
8056,6x7NomY-QDE,615,11,4,0,5,2015-10-10 23:48:22,2015-10-10 23:48:22
8057,6M2dTatGEo4,518,19,1,0,11,2015-10-10 23:48:23,2015-10-10 23:48:23
8058,lMmV1Oc_hHw,1277,19,5,0,47,2015-10-10 23:48:23,2015-10-10 23:48:23
8059,RN_fx-pt9pQ,345,17,3,0,3,2015-10-10 23:48:24,2015-10-10 23:48:24
8060,ybeGh9CmQcQ,422,17,4,0,8,2015-10-10 23:48:24,2015-10-10 23:48:24
8061,ZtI8qcD8zE4,370,13,5,0,6,2015-10-10 23:48:24,2015-10-10 23:48:24
8062,zAZe2oSVqNk,688,8,8,0,1,2015-10-10 23:48:25,2015-10-10 23:48:25
8063,jWVLK_rPI8o,2067,46,2,0,0,2015-10-10 23:48:25,2015-10-10 23:48:25
8064,vc5auoU-rX0,339,15,1,0,5,2015-10-10 23:48:25,2015-10-10 23:48:25
8065,yXCID5p5Efw,387,14,0,0,8,2015-10-10 23:48:26,2015-10-10 23:48:26
8066,LTkxtJtAYR4,1233,19,3,0,11,2015-10-10 23:48:26,2015-10-10 23:48:26
8067,IKsdHYBMzt4,277,17,1,0,4,2015-10-10 23:48:26,2015-10-10 23:48:26
8068,5MkG_V_1xIs,305,17,2,0,5,2015-10-10 23:48:27,2015-10-10 23:48:27
8069,5FlBD1jRIGA,858,14,2,0,3,2015-10-10 23:48:27,2015-10-10 23:48:27
8070,iSHHe7BInsM,210,7,2,0,0,2015-10-10 23:48:27,2015-10-10 23:48:27
8071,AkOTaSejE4E,865,27,0,0,17,2015-10-10 23:48:28,2015-10-10 23:48:28
8072,uYrMDHeTnU0,453,15,5,0,2,2015-10-10 23:48:28,2015-10-10 23:48:28
8073,hyOJUIdsklI,706,14,2,0,1,2015-10-10 23:48:29,2015-10-10 23:48:29
8074,w9UMYCjfPac,425,18,4,0,4,2015-10-10 23:48:29,2015-10-10 23:48:29
8075,1sbU_xZuJ6E,632,16,4,0,2,2015-10-10 23:48:29,2015-10-10 23:48:29
8076,VHzhFAfw4tg,774,23,5,0,4,2015-10-10 23:48:30,2015-10-10 23:48:30
8077,cdz9Cz9qxMU,597,22,4,0,5,2015-10-10 23:48:30,2015-10-10 23:48:30
8078,V64qzvwxPG0,1417,21,2,0,0,2015-10-10 23:48:30,2015-10-10 23:48:30
8079,aqtLlvmmMCI,1267,23,8,0,12,2015-10-10 23:48:31,2015-10-10 23:48:31
8080,iqiCFAfAPbs,676,19,4,0,3,2015-10-10 23:48:31,2015-10-10 23:48:31
8081,Iumx89O4Of0,918,17,15,0,0,2015-10-10 23:48:31,2015-10-10 23:48:31
8082,MGDXnuS-MLk,8799,53,139,0,57,2015-10-10 23:48:32,2015-10-10 23:48:32
8083,WSDqJexwWok,193426,126,1563,0,347,2015-10-10 23:48:32,2015-10-10 23:48:32
8084,TBbWD0hy1MA,11535,107,54,0,15,2015-10-10 23:48:32,2015-10-10 23:48:32
8085,2C4GkasoW10,363,10,1,0,0,2015-10-10 23:48:33,2015-10-10 23:48:33
8086,tuu92ZHIvWc,5156,40,33,0,1,2015-10-10 23:48:33,2015-10-10 23:48:33
8087,2HVvEDVa_ZI,1547,22,8,0,0,2015-10-10 23:48:34,2015-10-10 23:48:34
8088,s0q5805aQ8A,49771,56,12,0,4,2015-10-10 23:48:35,2015-10-10 23:48:35
8089,VlLc70oEJ60,17436,87,16,0,1,2015-10-10 23:48:35,2015-10-10 23:48:35
8090,3_PfQOA7ZqM,21791,259,30,0,21,2015-10-10 23:48:36,2015-10-10 23:48:36
8091,1IuK2dWrgdM,20916,146,47,0,0,2015-10-10 23:48:36,2015-10-10 23:48:36
8092,468147Mlzyw,8649,11,5,0,0,2015-10-10 23:48:36,2015-10-10 23:48:36
8093,Z_UHGAOTmak,1277,48,2,0,0,2015-10-10 23:48:37,2015-10-10 23:48:37
8094,nIxWDTiRpDo,35341,73,2,0,0,2015-10-10 23:48:37,2015-10-10 23:48:37
8095,HkrOVeFf4A4,1159,26,5,0,0,2015-10-10 23:48:38,2015-10-10 23:48:38
8096,Sty2__KPqC0,1652,23,7,0,1,2015-10-10 23:48:38,2015-10-10 23:48:38
8097,vOXD_RBV9rM,53456,80,15,0,3,2015-10-10 23:48:38,2015-10-10 23:48:38
8098,CjTvRflsAfU,18403,72,14,0,4,2015-10-10 23:48:39,2015-10-10 23:48:39
8099,s2rAFT-WSus,16758,10,3,0,3,2015-10-10 23:48:40,2015-10-10 23:48:40
8100,5soTn8yp7-0,41381,287,63,0,0,2015-10-10 23:48:40,2015-10-10 23:48:40
8101,P4i7MSjE6a8,957,36,6,0,0,2015-10-10 23:48:40,2015-10-10 23:48:40
8102,leq-FlMuE9w,1367,13,3,0,3,2015-10-10 23:48:41,2015-10-10 23:48:41
8103,-uv6gyUwI1I,135,5,1,0,0,2015-10-10 23:48:41,2015-10-10 23:48:41
8104,M1ge0JGV-f4,2185,27,2,0,0,2015-10-10 23:48:41,2015-10-10 23:48:41
8105,-ih9EZZPJ_Y,1007,19,4,0,0,2015-10-10 23:48:42,2015-10-10 23:48:42
8106,tn3W53QQpZg,328,20,2,0,0,2015-10-10 23:48:42,2015-10-10 23:48:42
8107,ZdRLDJsMceU,3593,28,9,0,2,2015-10-10 23:48:42,2015-10-10 23:48:42
8108,PqdfpV47Mu4,20799,20,5,0,7,2015-10-10 23:48:43,2015-10-10 23:48:43
8109,fEu_wo4-T9Y,23239,10,4,0,5,2015-10-10 23:48:43,2015-10-10 23:48:43
8110,rZWPcN6_3R0,14064,83,16,0,2,2015-10-10 23:48:43,2015-10-10 23:48:43
8111,hZlHvVbHqVI,17852,4,4,0,2,2015-10-10 23:48:44,2015-10-10 23:48:44
8112,6uSBz_W90kQ,19701,88,23,0,1,2015-10-10 23:48:44,2015-10-10 23:48:44
8113,dQIu6Tb4JkA,195,16,3,0,0,2015-10-10 23:48:44,2015-10-10 23:48:44
8114,9MiEPZmdOm4,5483,8,3,0,0,2015-10-10 23:48:45,2015-10-10 23:48:45
8115,H5RklYOMyyU,15596,103,17,0,2,2015-10-10 23:48:45,2015-10-10 23:48:45
8116,NwHrBlOAA6I,15883,9,12,0,3,2015-10-10 23:48:46,2015-10-10 23:48:46
8117,agk9ZCrYol4,27707,25,148,0,2,2015-10-10 23:48:46,2015-10-10 23:48:46
8118,ekqpuQCJp68,24550,20,5,0,3,2015-10-10 23:48:46,2015-10-10 23:48:46
8119,E0IrdMyjB3w,4277,36,4,0,0,2015-10-10 23:48:47,2015-10-10 23:48:47
8120,aKdPpyamMEs,1587,39,5,0,0,2015-10-10 23:48:47,2015-10-10 23:48:47
8121,KldtFG5C0bs,422,13,1,0,1,2015-10-10 23:48:47,2015-10-10 23:48:47
8122,MgOq9pBkY0I,8005815,30757,83198,0,1239,2015-10-10 23:48:48,2015-10-10 23:48:48
8123,haoHuJJkk_4,78494,512,937,0,3,2015-10-10 23:48:48,2015-10-10 23:48:48
8124,LkbPo8_Qd5Y,161181,285,1196,0,11,2015-10-10 23:48:49,2015-10-10 23:48:49
8125,6s0-fcPPTLk,100649,502,1123,0,2,2015-10-10 23:48:49,2015-10-10 23:48:49
8126,2XaJljKrjv8,43138,213,203,0,0,2015-10-10 23:48:49,2015-10-10 23:48:49
8127,GoE4D-istH8,30376,70,45,0,66,2015-10-10 23:48:50,2015-10-10 23:48:50
8128,7nXGiWrSnaI,62396,33,16,0,19,2015-10-10 23:48:50,2015-10-10 23:48:50
8129,a5vJP9dHrGQ,255,15,1,0,0,2015-10-10 23:48:50,2015-10-10 23:48:50
8130,AOHr1HMBS9Y,1116,15,2,0,4,2015-10-10 23:48:51,2015-10-10 23:48:51
8131,oxyPQ4_Xeqc,50981,499,260,0,5,2015-10-10 23:48:51,2015-10-10 23:48:51
8132,frBR64H2bTw,7418,2,5,0,1,2015-10-10 23:48:51,2015-10-10 23:48:51
8133,8gvcxZk5Bxc,82439,322,134,0,10,2015-10-10 23:48:52,2015-10-10 23:48:52
8134,s8kDzCpvgWA,13942,3,1,0,1,2015-10-10 23:48:52,2015-10-10 23:48:52
8135,8GYaT85W15U,18384,77,52,0,0,2015-10-10 23:48:52,2015-10-10 23:48:52
8136,oV8vjFDVzhk,37190,246,151,0,0,2015-10-10 23:48:53,2015-10-10 23:48:53
8137,wyzrG-6l4eQ,53866,6,1,0,1,2015-10-10 23:48:53,2015-10-10 23:48:53
8138,rpiH6VCDy9o,6519,95,5,0,0,2015-10-10 23:48:54,2015-10-10 23:48:54
8139,1isxHo9xrOQ,569,13,7,0,2,2015-10-10 23:48:54,2015-10-10 23:48:54
8140,axM9rmRT85I,13155,1,0,0,0,2015-10-10 23:48:54,2015-10-10 23:48:54
8141,fF2n24OHLxY,29046,97,46,0,0,2015-10-10 23:48:55,2015-10-10 23:48:55
8142,A1594PeZ2AM,30261,6,1,0,0,2015-10-10 23:48:55,2015-10-10 23:48:55
8143,tbQWcqkOySs,8161,6,1,0,0,2015-10-10 23:48:55,2015-10-10 23:48:55
8144,X6QNKmXbYlU,17006,4,1,0,1,2015-10-10 23:48:56,2015-10-10 23:48:56
8145,YDrthRwtXlk,11107,7,0,0,0,2015-10-10 23:48:56,2015-10-10 23:48:56
8146,QQtqGKMDiEY,7196,2,0,0,0,2015-10-10 23:48:57,2015-10-10 23:48:57
8147,xaNs4YZ1ZHM,782,23,2,0,0,2015-10-10 23:48:57,2015-10-10 23:48:57
8148,YBE3P2yD7so,1718,15,8,0,12,2015-10-10 23:48:57,2015-10-10 23:48:57
8149,z_8yd_y8zFg,2125,43,7,0,0,2015-10-10 23:48:58,2015-10-10 23:48:58
8150,F9sKdyfWPHc,8172,1,0,0,0,2015-10-10 23:48:58,2015-10-10 23:48:58
8151,zPYfdDxt1cI,25623,7,1,0,22,2015-10-10 23:48:59,2015-10-10 23:48:59
8152,s8HM8kfZ--w,34953,4,0,0,0,2015-10-10 23:48:59,2015-10-10 23:48:59
8153,nN7KZbKuUzg,22085,2,0,0,1,2015-10-10 23:48:59,2015-10-10 23:48:59
8154,v6uLhYH2EkA,90189,3,13,0,0,2015-10-10 23:49:00,2015-10-10 23:49:00
8155,exQCGfjHUsw,141259,119,22,0,0,2015-10-10 23:49:00,2015-10-10 23:49:00
8156,gycxhHp0QAU,19120,2,0,0,3,2015-10-10 23:49:00,2015-10-10 23:49:00
8157,eQp6UYIPd2w,609,14,1,0,0,2015-10-10 23:49:01,2015-10-10 23:49:01
8158,VPyvRU4KIAM,487,13,1,0,9,2015-10-10 23:49:01,2015-10-10 23:49:01
8159,7EI-8CDI8DA,3643,0,0,0,1,2015-10-10 23:49:02,2015-10-10 23:49:02
8160,UXAJX3cBHQo,15878,1,1,0,0,2015-10-10 23:49:02,2015-10-10 23:49:02
8161,pZ5Os28RQ-o,21254,3,0,0,2,2015-10-10 23:49:02,2015-10-10 23:49:02
8162,rPXzxC866xc,24001,7,3,0,0,2015-10-10 23:49:03,2015-10-10 23:49:03
8163,fZb9ic7Vuz4,21255,2,0,0,1,2015-10-10 23:49:03,2015-10-10 23:49:03
8164,Iyae36yHp54,25986,6,4,0,0,2015-10-10 23:49:04,2015-10-10 23:49:04
8165,c2wG4eM4sQA,1620,33,5,0,0,2015-10-10 23:49:04,2015-10-10 23:49:04
8166,zDq2jWWimXw,1330,16,0,0,3,2015-10-10 23:49:04,2015-10-10 23:49:04
8167,ZUlTlBx-EEw,2611,40,25,0,30,2015-10-10 23:49:05,2015-10-10 23:49:05
8168,pk6_BBGzmOU,21040,8,1,0,3,2015-10-10 23:49:05,2015-10-10 23:49:05
8169,UIarWDo5T98,8234,4,1,0,0,2015-10-10 23:49:05,2015-10-10 23:49:05
8170,NFMDNg9VGIQ,134556,10,2,0,20,2015-10-10 23:49:06,2015-10-10 23:49:06
8171,MWqRIasCf5A,24795,2,3,0,1,2015-10-10 23:49:06,2015-10-10 23:49:06
8172,CkjcFu7Shws,11760,0,2,0,0,2015-10-10 23:49:06,2015-10-10 23:49:06
8173,J0CfrEPyihs,8259,120,4,0,0,2015-10-10 23:49:07,2015-10-10 23:49:07
8174,P73Ozi3DF28,2530,52,18,0,19,2015-10-10 23:49:07,2015-10-10 23:49:07
8175,VVD-9njMN3w,1100,11,0,0,0,2015-10-10 23:49:07,2015-10-10 23:49:07
8176,d5PhcSTRKBU,14331,13,6,0,0,2015-10-10 23:49:08,2015-10-10 23:49:08
8177,IDyuLi-cV40,45926,29,3,0,1,2015-10-10 23:49:08,2015-10-10 23:49:08
8178,06wj5CDqjeE,29288,4,2,0,0,2015-10-10 23:49:09,2015-10-10 23:49:09
8179,5e6n_3Fj7qk,30341,6,16,0,0,2015-10-10 23:49:09,2015-10-10 23:49:09
8180,sTWFCeJg2CQ,511575,51,443,0,3,2015-10-10 23:49:09,2015-10-10 23:49:09
8181,43k7DKQEVi0,12105,2,2,0,0,2015-10-10 23:49:10,2015-10-10 23:49:10
8182,_S5KUMUrBvU,14535,3,3,0,0,2015-10-10 23:49:10,2015-10-10 23:49:10
8183,EEZBDTHy1o4,32943,4,3,0,0,2015-10-10 23:49:10,2015-10-10 23:49:10
8184,d9t0Id9LFOs,344,7,0,0,0,2015-10-10 23:49:11,2015-10-10 23:49:11
8185,EIndWKpAgUM,658,14,4,0,3,2015-10-10 23:49:11,2015-10-10 23:49:11
8186,clGGLPLvOL8,9137,1,1,0,0,2015-10-10 23:49:12,2015-10-10 23:49:12
8187,lCDfDU2wyJM,7264,3,2,0,0,2015-10-10 23:49:12,2015-10-10 23:49:12
8188,G2qajc09Wzg,13509,0,1,0,0,2015-10-10 23:49:12,2015-10-10 23:49:12
8189,Py9C-PThwd0,16619,2,2,0,0,2015-10-10 23:49:13,2015-10-10 23:49:13
8190,Ll917GMCqoo,6100,0,1,0,0,2015-10-10 23:49:13,2015-10-10 23:49:13
8191,AKHfXQBp6kM,3202,1,1,0,0,2015-10-10 23:49:13,2015-10-10 23:49:13
8192,-KAtvOsqRdI,1966,10,2,0,2,2015-10-10 23:49:14,2015-10-10 23:49:14
8193,R4F8KGmCWPk,8984,18,5,0,16,2015-10-10 23:49:14,2015-10-10 23:49:14
8194,2OmEQr7dBW4,2525,33,17,0,5,2015-10-10 23:49:14,2015-10-10 23:49:14
8195,0ByS4C87sVw,705,1,2,0,2,2015-10-10 23:49:15,2015-10-10 23:49:15
8196,duyvYNh-fLw,25498,7,6,0,8,2015-10-10 23:49:15,2015-10-10 23:49:15
8197,UZq3iCn2y74,6309665,3378,1275,0,127,2015-10-10 23:49:16,2015-10-10 23:49:16
8198,yx1mUxI9w5A,420021,141,69,0,4,2015-10-10 23:49:16,2015-10-10 23:49:16
8199,lLIrk55EKPI,50543,7,1,0,4,2015-10-10 23:49:16,2015-10-10 23:49:16
8200,snbJCABW6e8,15220,2,2,0,0,2015-10-10 23:49:17,2015-10-10 23:49:17
8201,nGovgvpffK0,8359,2,1,0,0,2015-10-10 23:49:17,2015-10-10 23:49:17
8202,OEGKdPtB6m8,28015,7,1,0,0,2015-10-10 23:49:17,2015-10-10 23:49:17
8203,dj8f2LVXlx8,6224,2,1,0,0,2015-10-10 23:49:18,2015-10-10 23:49:18
8204,Y7d6cYZyVjQ,670,22,5,0,3,2015-10-10 23:49:18,2015-10-10 23:49:18
8205,c5vPZHWJjWw,10759,3,4,0,0,2015-10-10 23:49:18,2015-10-10 23:49:18
8206,XyS8lVjIlMo,13912,2,1,0,3,2015-10-10 23:49:19,2015-10-10 23:49:19
8207,v42x0L3mZD0,9155,2,0,0,0,2015-10-10 23:49:19,2015-10-10 23:49:19
8208,2tOm87RFIK4,11678,1,1,0,0,2015-10-10 23:49:20,2015-10-10 23:49:20
8209,sL4fYq9w-mA,8407,2,1,0,0,2015-10-10 23:49:20,2015-10-10 23:49:20
8210,ECgStZe-R-I,7422,3,0,0,0,2015-10-10 23:49:20,2015-10-10 23:49:20
8211,7kHZu1_W3p8,25927,10,3,0,3,2015-10-10 23:49:21,2015-10-10 23:49:21
8212,oJFCR8yn_Ec,416,15,1,0,0,2015-10-10 23:49:21,2015-10-10 23:49:21
8213,EPoQOh97idQ,1483,5,3,0,3,2015-10-10 23:49:21,2015-10-10 23:49:21
8214,eE6IJ5pxZ1Q,2425,64,30,0,20,2015-10-10 23:49:22,2015-10-10 23:49:22
8215,SL1PUpB6oaA,128029,5,7,0,0,2015-10-10 23:49:22,2015-10-10 23:49:22
8216,daJ20bFQpM4,2828,2,0,0,0,2015-10-10 23:49:22,2015-10-10 23:49:22
8217,K2HLcrIOFBI,4320,0,1,0,0,2015-10-10 23:49:23,2015-10-10 23:49:23
8218,Aa0LVe9QNF0,8539,0,1,0,1,2015-10-10 23:49:23,2015-10-10 23:49:23
8219,L05vt0ZkVgk,4107,0,1,0,0,2015-10-10 23:49:23,2015-10-10 23:49:23
8220,oo1BLSf02Zo,25476,9,8,0,0,2015-10-10 23:49:24,2015-10-10 23:49:24
8221,N5AYyOBBYe8,11686,5,1,0,0,2015-10-10 23:49:24,2015-10-10 23:49:24
8222,S27QATtln38,4364,2,1,0,0,2015-10-10 23:49:25,2015-10-10 23:49:25
8223,TxcfBcoh6Oo,657,3,3,0,0,2015-10-10 23:49:25,2015-10-10 23:49:25
8224,QNRXpDIX0uQ,90478,12,3,0,0,2015-10-10 23:49:25,2015-10-10 23:49:25
8225,FNpRrwUw0WU,59476,36,9,0,1,2015-10-10 23:49:26,2015-10-10 23:49:26
8226,Qx_jb7-N0oA,41512,9,3,0,0,2015-10-10 23:49:26,2015-10-10 23:49:26
8227,Hcq9XQ3r_24,46766,40,21,0,4,2015-10-10 23:49:26,2015-10-10 23:49:26
8228,ppKRG9TXTkM,4145,0,1,0,0,2015-10-10 23:49:27,2015-10-10 23:49:27
8229,90TTHpIBQAw,14604,11,1,0,0,2015-10-10 23:49:27,2015-10-10 23:49:27
8230,KLMusUa0vSI,12574,9,1,0,0,2015-10-10 23:49:27,2015-10-10 23:49:27
8231,mFmNMoSvdWE,52711,287,20,0,8,2015-10-10 23:49:28,2015-10-10 23:49:28
8232,RX1yC_GKr3g,2107,38,9,0,41,2015-10-10 23:49:28,2015-10-10 23:49:28
8233,CGGr0JlrD8Q,498,12,0,0,0,2015-10-10 23:49:29,2015-10-10 23:49:29
8234,DXU7_cwavzg,19639,2,1,0,0,2015-10-10 23:49:29,2015-10-10 23:49:29
8235,10IVR9Z_9W0,22038,3,1,0,0,2015-10-10 23:49:30,2015-10-10 23:49:30
8236,wbV_-CC3QW0,4482,5,2,0,0,2015-10-10 23:49:30,2015-10-10 23:49:30
8237,Awz7YpMpO_k,10880,9,1,0,0,2015-10-10 23:49:31,2015-10-10 23:49:31
8238,KmtDLa03DpM,10881,5,1,0,0,2015-10-10 23:49:31,2015-10-10 23:49:31
8239,OMiYdGVONaI,6013,5,1,0,0,2015-10-10 23:49:31,2015-10-10 23:49:31
8240,0gR7iBZhbLE,19926,10,2,0,0,2015-10-10 23:49:32,2015-10-10 23:49:32
8241,0PFJ5MpcQoE,6135,1,2,0,0,2015-10-10 23:49:32,2015-10-10 23:49:32
8242,1tGqCd795V0,2722,47,7,0,0,2015-10-10 23:49:33,2015-10-10 23:49:33
8243,U5IC1QspAf4,7732,5,2,0,0,2015-10-10 23:49:33,2015-10-10 23:49:33
8244,B5Yc78ieF60,17685,12,2,0,0,2015-10-10 23:49:33,2015-10-10 23:49:33
8245,QnZFQiDR4hQ,14948,9,6,0,0,2015-10-10 23:49:34,2015-10-10 23:49:34
8246,8SAeKk1QjtE,18566,126,48,0,3,2015-10-10 23:49:34,2015-10-10 23:49:34
8247,kyrKXACpUFg,934,5,0,0,1,2015-10-10 23:49:34,2015-10-10 23:49:34
8248,UedLvingxAI,991,36,6,0,0,2015-10-10 23:49:35,2015-10-10 23:49:35
8249,PhSX_GwGP4s,3197,11,1,0,2,2015-10-10 23:49:35,2015-10-10 23:49:35
8250,UYFWKTTaiUQ,1171,22,9,0,2,2015-10-10 23:49:35,2015-10-10 23:49:35
8251,nWRBC42YGG4,521,30,5,0,4,2015-10-10 23:49:36,2015-10-10 23:49:36
8252,fxDAyUiXphg,1324856,5007,1010,0,16,2015-10-10 23:49:36,2015-10-10 23:49:36
8253,C7AD498rpwg,999,15,25,0,0,2015-10-10 23:49:37,2015-10-10 23:49:37
8254,e01BouCnTV0,1603,23,1,0,0,2015-10-10 23:49:37,2015-10-10 23:49:37
8255,8OApkzGvHp4,533,15,0,0,0,2015-10-10 23:49:37,2015-10-10 23:49:37
8256,jSc4wawRCec,1414,11,0,0,10,2015-10-10 23:49:38,2015-10-10 23:49:38
8257,DfADS6fhOeQ,23372,144,27,0,0,2015-10-10 23:49:38,2015-10-10 23:49:38
8258,jxmvRMJCYXE,1997,15,6,0,10,2015-10-10 23:49:38,2015-10-10 23:49:38
8259,atHZClboce8,86,5,1,0,0,2015-10-10 23:49:39,2015-10-10 23:49:39
8260,ASW-9T_Rwwo,779,14,0,0,0,2015-10-10 23:49:39,2015-10-10 23:49:39
8261,KacbQRyI6ro,2087,49,29,0,23,2015-10-10 23:49:40,2015-10-10 23:49:40
8262,8mFKAzjanWk,14852,7,0,0,4,2015-10-10 23:49:41,2015-10-10 23:49:41
8263,LWliykmscfo,115,9,1,0,0,2015-10-10 23:49:41,2015-10-10 23:49:41
8264,y0nNqB1VW_o,1245,31,9,0,0,2015-10-10 23:49:41,2015-10-10 23:49:41
8265,lumhQp8br2g,445,20,8,0,0,2015-10-10 23:49:42,2015-10-10 23:49:42
8266,gmYqWwS10Oo,7106,20,4,0,10,2015-10-10 23:49:42,2015-10-10 23:49:42
8267,WQKpei54FO0,558,13,7,0,3,2015-10-10 23:49:43,2015-10-10 23:49:43
8268,CY-CZ7-cT4o,554,17,4,0,1,2015-10-10 23:49:43,2015-10-10 23:49:43
8269,Z3lWiD7rItI,364,7,0,0,1,2015-10-10 23:49:43,2015-10-10 23:49:43
8270,b2kP5bVDie0,29854,17,0,0,0,2015-10-10 23:49:44,2015-10-10 23:49:44
8271,9byIicXWZhw,73575,260,245,0,2,2015-10-10 23:49:44,2015-10-10 23:49:44
8272,BMmsiSSm9Fw,413,3,1,0,2,2015-10-10 23:49:44,2015-10-10 23:49:44
8273,PwsB16eGBXU,526,14,2,0,1,2015-10-10 23:49:45,2015-10-10 23:49:45
8274,6JF3fYi8JzM,692,10,2,0,2,2015-10-10 23:49:45,2015-10-10 23:49:45
8275,gIspcjpT4Vs,2496,18,4,0,2,2015-10-10 23:49:46,2015-10-10 23:49:46
8276,vvvSynDc4gA,13892,63,15,0,2,2015-10-10 23:49:46,2015-10-10 23:49:46
8277,5CQlL1vDkT0,25028,7,1,0,3,2015-10-10 23:49:47,2015-10-10 23:49:47
8278,9YLEaGuCjIo,1541,10,2,0,0,2015-10-10 23:49:47,2015-10-10 23:49:47
8279,y73fwwpnm1w,55010,190,382,0,1,2015-10-10 23:49:47,2015-10-10 23:49:47
8280,KvwtRfaSosk,59,0,0,0,0,2015-10-10 23:49:48,2015-10-10 23:49:48
8281,szXt8pOAZFk,2012,8,2,0,8,2015-10-10 23:49:48,2015-10-10 23:49:48
8282,yNWBumTTjFw,373,9,1,0,3,2015-10-10 23:49:49,2015-10-10 23:49:49
8283,Gn0WCnjv0qw,477,6,0,0,2,2015-10-10 23:49:49,2015-10-10 23:49:49
8284,gua0pVYIuCU,19209,284,189,0,3,2015-10-10 23:49:49,2015-10-10 23:49:49
8285,AQdDpJ5nFQo,8202,1,1,0,0,2015-10-10 23:49:50,2015-10-10 23:49:50
8286,dDcQ0cERYtI,3763,67,6,0,9,2015-10-10 23:49:50,2015-10-10 23:49:50
8287,JWr00QJ44kY,1053,18,14,0,22,2015-10-10 23:49:50,2015-10-10 23:49:50
8288,64JEiW47lhM,218,2,1,0,0,2015-10-10 23:49:51,2015-10-10 23:49:51
8289,PWs8uqlTQEs,120,7,0,0,0,2015-10-10 23:49:51,2015-10-10 23:49:51
8290,0bPuciRw04U,9297,1,1,0,0,2015-10-10 23:49:51,2015-10-10 23:49:51
